id	author	title	date	words	sentences	pages	flesch	cache	txt	summary
homer-odyssey-850_06		homer-odyssey-850_06		3461	116		74	./cache/homer-odyssey-850_06.txt	./txt/homer-odyssey-850_06.txt	So here Ulysses slept, overcome by sleep and toil; but Minerva went off to the country and city of the Phaeacians-a people who used to live in the fair town of Hypereia, near the lawless Cyclopes. Minerva took the form of the famous sea captain Dymas ''s daughter, who was a bosom friend of Nausicaa and just her own age; then, coming up to the girl ''s bedside like a breath of wind, she hovered over her head and said: "Stranger," said she," rise and let us be going back to the town; I will introduce you at the house of my excellent father, where I can tell you that you will meet all the best people among the Phaeacians.
homer-odyssey-850_07		homer-odyssey-850_07		3377	107		70	./cache/homer-odyssey-850_07.txt	./txt/homer-odyssey-850_07.txt	"Alcinous," said he," it is not creditable to you that a stranger should be seen sitting among the ashes of your hearth; every one is waiting to hear what you are about to say; tell him, then, to rise and take a seat on a stool inlaid with silver, and bid your servants mix some wine and water that we may make a drink offering to Jove the lord of thunder, who takes all well disposed suppliants under his protection; and let the housekeeper give him some supper, of whatever there may be in the house." Then when they had made their drink offerings, and had drunk each as much as he was minded they went home to bed every man in his own abode, leaving Ulysses in the cloister with Arete and Alcinous while the servants were taking the things away after supper.
homer-odyssey-850_08		homer-odyssey-850_08		5639	189		72	./cache/homer-odyssey-850_08.txt	./txt/homer-odyssey-850_08.txt	She went up to the citizens, man by man, and said," Aldermen and town councillors of the Phaeacians, come to the assembly all of you and listen to the stranger who has just come off a long voyage to the house of King Alcinous; he looks like an immortal god." Alcinous ''s son Laodamas was the best boxer, and he it was who presently said, when they had all been diverted with the games ,"Let us ask the stranger whether he excels in any of these sports; he seems very powerfully built; his thighs, calves, hands, and neck are of prodigious strength, nor is he at all old, but he has suffered much lately, and there is nothing like the sea for making havoc with a man, no matter how strong he is."
homer-odyssey-850_09		homer-odyssey-850_09		5846	176		73	./cache/homer-odyssey-850_09.txt	./txt/homer-odyssey-850_09.txt	I then said that we had better make off at once, but my men very foolishly would not obey me, so they staid there drinking much wine and killing great numbers of sheep and oxen on the sea shore. As for us, we wept and lifted up our hands to heaven on seeing such a horrid sight, for we did not know what else to do; but when the Cyclops had filled his huge paunch, and had washed down his meal of human flesh with a drink of neat milk, he stretched himself full length upon the ground among his sheep, and went to sleep. "''Look here, Cyclops,'' said I, you have been eating a great deal of man ''s flesh, so take this and drink some wine, that you may see what kind of liquor we had on board my ship.
homer-odyssey-850_10		homer-odyssey-850_10		5723	178		74	./cache/homer-odyssey-850_10.txt	./txt/homer-odyssey-850_10.txt	As I threw him down in front of the ship, I called the men and spoke cheeringly man by man to each of them.'' Look here my friends ,''said I,'' we are not going to die so much before our time after all, and at any rate we will not starve so long as we have got something to eat and drink on board.'' On this they uncovered their heads upon the sea shore and admired the stag, for he was indeed a splendid fellow. They knew me at once, seized me each of them by the hand, and wept for joy till the whole house was filled with the sound of their halloaballooing, and Circe herself was so sorry for them that she came up to me and said,'' Ulysses, noble son of Laertes, go back at once to the sea where you have left your ship, and first draw it on to the land.
homer-odyssey-850_11		homer-odyssey-850_11		6071	190		72	./cache/homer-odyssey-850_11.txt	./txt/homer-odyssey-850_11.txt	When I saw them coming I told the men to be quick and flay the carcasses of the two dead sheep and make burnt offerings of them, and at the same time to repeat prayers to Hades and to Proserpine; but I sat where I was with my sword drawn and would not let the poor feckless ghosts come near the blood till Teiresias should have answered my questions. He knew me and said,'' Ulysses, noble son of Laertes, why, poor man, have you left the light of day and come down to visit the dead in this sad place? "''This,'' I answered,'' must be as it may please heaven, but tell me and tell me and tell me true, I see my poor mother ''s ghost close by us; she is sitting by the blood without saying a word, and though I am her own son she does not remember me and speak to me; tell me, Sir, how I can make her know me.''
homer-odyssey-850_12		homer-odyssey-850_12		4633	132		71	./cache/homer-odyssey-850_12.txt	./txt/homer-odyssey-850_12.txt	I then went on board and told my men to loose the ship from her moorings; so they at once got into her, took their places, and began to smite the grey sea with their oars. "Meanwhile Lampetie went straight off to the sun and told him we had been killing his cows, whereon he flew into a great rage, and said to the immortals,'' Father Jove, and all you other gods who live in everlasting bliss, I must have vengeance on the crew of Ulysses '' ship: they have had the insolence to kill my cows, which were the one thing I loved to look upon, whether I was going up heaven or down again. The men all fell into the sea; they were carried about in the water round the ship, looking like so many seagulls, but the god presently deprived them of all chance of getting home again.
homer-odyssey-850_13		homer-odyssey-850_13		4237	142		73	./cache/homer-odyssey-850_13.txt	./txt/homer-odyssey-850_13.txt	As one who has been all day ploughing a fallow field with a couple of oxen keeps thinking about his supper and is glad when night comes that he may go and get it, for it is all his legs can do to carry him, even so did Ulysses rejoice when the sun went down, and he at once said to the Phaeacians, addressing himself more particularly to King Alcinous: But Neptune did not forget the threats with which he had already threatened Ulysses, so he took counsel with Jove." Father Jove," said he," I shall no longer be held in any sort of respect among you gods, if mortals like the Phaeacians, who are my own flesh and blood, show such small regard for me. "My good friend," answered Jove," I should recommend you at the very moment when the people from the city are watching the ship on her way, to turn it into a rock near the land and looking like a ship.
homer-odyssey-850_14		homer-odyssey-850_14		5414	161		72	./cache/homer-odyssey-850_14.txt	./txt/homer-odyssey-850_14.txt	Even the fierce freebooters who go raiding on other people ''s land, and Jove gives them their spoil-even they, when they have filled their ships and got home again live consciencestricken, and look fearfully for judgement; but some god seems to have told these people that Ulysses is dead and gone; they will not, therefore, go back to their own homes and make their offers of marriage in the usual way, but waste his estate by force, without fear or stint. When he had eaten enough and was satisfied, the swineherd took the bowl from which he usually drank, filled it with wine, and gave it to Ulysses, who was pleased, and said as he took it in his hands," My friend, who was this master of yours that bought you and paid for you, so rich and so powerful as you tell me? To this you answered, O swineherd Eumaeus," Old man, you will neither get paid for bringing good news, nor will Ulysses ever come home; drink your wine in peace, and let us talk about something else.
homer-odyssey-850_15		homer-odyssey-850_15		5446	197		77	./cache/homer-odyssey-850_15.txt	./txt/homer-odyssey-850_15.txt	She found him and Pisistratus sleeping in the forecourt of Menelaus ''s house; Pisistratus was fast asleep, but Telemachus could get no rest all night for thinking of his unhappy father, so Minerva went close up to him and said: When Telemachus saw him he put on his shirt as fast as he could, threw a great cloak over his shoulders, and went out to meet him." Menelaus," said he," let me go back now to my own country, for I want to get home." "Menelaus," replied Telemachus," I want to go home at once, for when I came away I left my property without protection, and fear that while looking for my father I shall come to ruin myself, or find that something valuable has been stolen during my absence." Then they laid their hands upon the good things that were before them, but as soon as they had had enough to eat and drink Telemachus and Pisistratus yoked the horses, and took their places in the chariot.
homer-odyssey-850_16		homer-odyssey-850_16		4567	176		79	./cache/homer-odyssey-850_16.txt	./txt/homer-odyssey-850_16.txt	Then they laid their hands on the good things that were before them, and as soon as they had had enough to eat and drink Telemachus said to Eumaeus," Old friend, where does this stranger come from? Or if you like you can keep him here at the station, and I will send him clothes and food that he may be no burden on you and on your men; but I will not have him go near the suitors, for they are very insolent, and are sure to ill treat him in a way that would greatly grieve me; no matter how valiant a man may be he can do nothing against numbers, for they will be too strong for him." There is also another matter; if you are indeed my son and my blood runs in your veins, let no one know that Ulysses is within the house-neither Laertes, nor yet the swineherd, nor any of the servants, nor even Penelope herself.
homer-odyssey-850_17		homer-odyssey-850_17		5890	216		78	./cache/homer-odyssey-850_17.txt	./txt/homer-odyssey-850_17.txt	TELEMACHUS AND HIS MOTHER MEET--ULYSSES AND EUMAEUS COME DOWN TO THE TOWN, AND ULYSSES IS INSULTED BY MELANTHIUS--HE IS RECOGNISED BY THE DOG ARGOS--HE IS INSULTED AND PRESENTLY STRUCK BY ANTINOUS WITH A STOOL--PENELOPE DESIRES THAT HE SHALL BE SENT TO HER. He said he could see Ulysses on an island sorrowing bitterly in the house of the nymph Calypso, who was keeping him prisoner, and he could not reach his home, for he had no ships nor sailors to take him over the sea.'' This was what Menelaus told me, and when I had heard his story I came away; the gods then gave me a fair wind and soon brought me safe home again." Telemachus took a whole loaf from the breadbasket, with as much meat as he could hold in his two hands, and said to Eumaeus," Take this to the stranger, and tell him to go the round of the suitors, and beg from them; a beggar must not be shamefaced."
homer-odyssey-850_18		homer-odyssey-850_18		4183	155		77	./cache/homer-odyssey-850_18.txt	./txt/homer-odyssey-850_18.txt	"Listen to me," said Antinous," there are some goats '' paunches down at the fire, which we have filled with blood and fat, and set aside for supper; he who is victorious and proves himself to be the better man shall have his pick of the lot; he shall be free of our table and we will not allow any other beggar about the house at all." Eurymachus then came up and said," Queen Penelope, daughter of Icarius, if all the Achaeans in Iasian Argos could see you at this moment, you would have still more suitors in your house by tomorrow morning, for you are the most admirable woman in the whole world both as regards personal beauty and strength of understanding." But Minerva would not let the suitors for one moment cease their insolence, for she wanted Ulysses to become even more bitter against them; she therefore set Eurymachus son of Polybus on to gibe at him, which made the others laugh." Listen to me," said he," you suitors of Queen Penelope, that I may speak even as I am minded.
